Repo,Issue-no,Issue-title,Issue-body,Issue-reaction-total-count,Issue-reaction-plus-one,Issue-reaction-minus-one,Issue-comments
oceanprotocol/contracts,357,V4:  V3 Datatoken support,"Since now we have a full plan to migrate from V3 to V4, I think we should ditch the v3->v4 migrate path in the smartcontracts.

Tech wise, it's going to be a nightmare, because even if you migrate a V3 DT to a V4 ERC721 + V3 DT scenario,   V3 DT is not supported in the libs (because of new fee structure, different function args, etc), so you need:
 - a way of embeeding V3 DT abis in the v4 smartcontracts
- a way of detecting DT version
- how to handle startOrder depending on the version
- how to handle minting options

@trentmc ? @lacoop6tu ",0,0,0,1
oceanprotocol/contracts,356,Fix v4 contract deployment in Barge,"Right now,  scripts deploy-contracts.js fails.

We need to update it asap",0,0,0,0
oceanprotocol/contracts,355,add gas usage plugin,Add gas usage reports,0,0,0,0
oceanprotocol/contracts,354,add metadata hash to erc721,"Add metadata hash to ERC721.
Needed for aqua to check DDO integrity  (see https:  github.com oceanprotocol docs blob feature ddo_v4 content concepts did-ddo.md)",0,0,0,0
oceanprotocol/contracts,353,Feature pools flexibility,"Fixes # .

Changes proposed in this PR:

- Add multiple pool templates support
- Refactor pools and fixed price interfaces for more flexibility due to multiple pool templates
- Add view functions for getting deployed erc20 list and specific erc20 address verification (linked to a specific NFT)
- Refactor Dispenser.sol and remove useless functions variables
- Rename ssFixedRate.sol to SideStaking.sol ",0,0,0,0
oceanprotocol/contracts,352,v0.6.9,New release,0,0,0,0
oceanprotocol/contracts,351,more networks,"Deployed Ocean smartcontracts on:
 - Celo Alfajores (test network)
 - Moonriver (production network)
 - EnergyWeb (production network)
",0,0,0,0
oceanprotocol/contracts,350,Add files for building and publishing NPM and PyPi package,"Towards #348

Changes proposed in this PR:

- Add npm-publish workflow
- Add python-publish workflow. This workflow edits the `artifacts ` directory to contain valid python modules.
  - Fix directory names by replacing `.` with `_`
  - Add `__init__.py` files to every directory
- Add files for building and publishing python package
  - `pyproject.toml` is needed for the `python -m build` command to work
  - `setup.cfg` defines the PyPi metadata and directories to include in the sdist wheel
- Update version format  to `v1.0.0-alpha.1`. See for details: https:  github.com oceanprotocol contracts issues 348#issuecomment-938331836
- Added `.bumpversion.cfg` and `bumpversion.sh` script to keep the npm and python package versions in sync

# Python Package Contents

The sdist and the wheel contain the same files. Both include the `addresses ` and `artifacts ` directories. Any `.` in directory names is replaced with `_`. All directories have `__init__.py` added to them.",0,0,0,4
oceanprotocol/contracts,349,Feature opf fee flexibility,"Fixes # .

Changes proposed in this PR:

- OPF fee can be updated and read from the Router.
- OPF fee will change dynamically (new value or new token into Ocean List)
- Pools and FixedRateExchange now use dynamic fee from the Router. Add tests",0,0,0,0
oceanprotocol/contracts,348,Release an alpha version of the Ocean Contracts to PyPi,Version: 1.0.0-alpha1,0,0,0,9
oceanprotocol/contracts,347,V4:  Add fallback for templates,"Not a real issue, but nice to have, in case we are going to end up with some stranded ETH in the contracts",0,0,0,0
oceanprotocol/contracts,346,V4: 721Roles remove functions,"In addition to managers, we should allow any address with a specific role to be able to remove itself.",0,0,0,0
oceanprotocol/contracts,345,V4:  721Roles events ,"We should emit an event for every add remove role, so we can track it in our subgraph.

Otherwise, we are going to have a bad UX, because there is no way of fetching the list of current roles",0,0,0,0
oceanprotocol/contracts,344,V4:  Reduce the number of transactions,"How many confirmations do you need from MetaMask in order to publish an asset with a fixed rate?
How about one with a pool?  9- 10 ?

This is way to much for having a good UX.

Reduce that number to 2 (for asset with fixedrate) and 3 for pools
",0,0,0,0
oceanprotocol/contracts,343,V4:  Remove metadata.sol,"Since Metadata,sol is not GDPR compliant, we are going to store the metadata in 721Template, but it's going to be encrypted by the publishing provider, using it's own private key.

When monitoring the chain, Aqua will detect the MetadataCreated MetadataUpdated events, it's going to fetch info from there (provider URL, provider address, state , etc) and it's going to call the provider to decrypt that message, signing the requests.
In this way, the provider can decide who can access this metadata, or if it's marked as retired, it's not going to serve it.

",0,0,0,0
oceanprotocol/contracts,342,V4: Multiple orders in the same transaction," When dealing with so many ERC20 addresses, different consumeFeeTokens and publishMarketFeeTokens it's going to be difficult to have a good UX (for each consumption, you need a couple of approvals for fee tokens, etc).
 Also, if you need to order multiple datasets (think about a C2d Job with one algo and 10 datasets), you will end up with a lot of transactions

Proposal:
 Have a startMultipleTokenOrder function in our Factory.
 Pros: 
- as a user  you can have an infinite approval for all feeTokens
- as a user when ordering multiple services, you only have 1 transactions (and some approvals first, depending on feeTokens)

 This function can use payer consumer parameters in startOrder, so no issues here. 
 Also, provenance is kept on the blockchain level.
",0,0,0,0
oceanprotocol/contracts,341,V4 refactor + fees,"Closes #339
Closes #340 
Closes #342 
Closes #343 
Closes #344 
Closes #345 
Closes #346
Closes #347 

Changes proposed in this PR:

- refactor templates initialize to accept arrays
- have publishMarketFees & consumeFees
- added lint & full tests using github actions
- have multiple erc20 orders in Factory
- remove metadata.sol
- have helpers for better UX (#344) - one function to create NFT + ERC20 + Pool  (or FixedRate)
- all tests requiring events are using getEventFromTx instead of having hardcoded index in events array (much easier life)",0,0,0,1
oceanprotocol/contracts,340,Use of templates,"Since we are planning for multiple templates, we should not constrain ourselfefs and others to use a fixed, typed parameter during initialize.


Example of ERC20Template initialize:
```
 function initialize(
        string calldata name_,
        string calldata symbol_,
        address erc721Address,
        uint256 cap_,
        address communityFeeCollector,
        address minter,
        address router_,
        address feeManager
```

what if my ERC20Template needs other stuff ?  Bonding curves parameters, etc..

Proposal:
  Templates should accept a bunch of arrays, so users can pass their custom parameters.
Example:
````
 **
     * @dev _initialize
     *      Private function called on contract initialization.
     * @param strings_ refers to an array of strings
     *                      [0] = name token
     *                      [1] = symbol
     * @param addresses_ refers to an array of addresses passed by user
     *                     [0]  = minter account who can mint datatokens (can have multiple minters)
     *                     [1]  = feeManager initial feeManager for this DT
     *                     [2]  = publishing Market Address
     *                     [3]  = publishing Market Fee Token
     * @param factoryAddresses_ refers to an array of addresses passed by the factory
     *                     [0]  = erc721Address
     *                     [1]  = communityFeeCollector it is the community fee collector address
     *                     [2]  = router address
     *
     * @param uints_  refers to an array of uints
     *                     [0] = cap_ the total ERC20 cap
     *                     [1] = publishing Market Fee Amount
     * @param bytes_  refers to an array of bytes
     *                     Currently not used, usefull for future templates
     * 
    function _initialize(
        string[] memory strings_,
        address[] memory addresses_,
        address[] memory factoryAddresses_,
        uint256[] memory uints_,
        bytes[] memory bytes_
```


Each Template can have it's own assignation of parameters in those arrays, the Factory will just passthrough the params",0,0,0,0
oceanprotocol/contracts,339,Fee structure,"Related specs for this are in [multirepo # 47](https:  github.com oceanprotocol multi-repo-issue issues 47) ""Help community monetize: More flexible & more $ for tolls in publish, swap, consume"".

## PublishMarketFees:
- publishFeeAddress
- publishFeeToken,
- publishFeeAmount 

Functions in ERC20 template:
 - initialize takes extra arguments to create the fee structure
 - updateFeeParams (only publishFeeAddress)
 - getFeeParams (so the market can display them)
 




## ConsumeMarketFee
- consumeFeeAddress,
- consumeFeeToken,
- consumeFeeAmount  - 
 
Set in startOrder function as parameters by the consumeMarket - OPF takes a cut (1%)


## startOrder fetches fees & DT from consumer wallet and transfers them to : 

- publishMarket
- consumeMarket
- OPF (1% from publishFee + 1% from consumeFee)
- publisher (1 DT)



## SwapFees
- pool swap  -  OPF (0.1%, + 0.1% if base token not (OCEAN, stable OCEAN, etc)
- fixed price swap  -  OPF (0.1%, + 0.1% if base token not (OCEAN, stable OCEAN, etc)



",0,0,0,0
oceanprotocol/contracts,338,Release v0.6.7,,0,0,0,5
oceanprotocol/contracts,337,Kill Travis,"For some time Travis is no fun anymore since they were bought by some VC-backed company, neglecting their core product in the process. This is just the latest reason for concern, there were many more before that: https:  arstechnica.com information-technology 2021 09 travis-ci-flaw-exposed-secrets-for-thousands-of-open-source-projects 

Just with all our other repos this repo here should use GitHub Actions for its CI and migrate away from Travis. Because of above linked flaw, all env vars used in this repo for CI should be considered compromised.",0,0,0,0
oceanprotocol/contracts,336,Release v0.6.6,,0,0,0,1
oceanprotocol/contracts,335,add catenaxpoa,Ref: part of https:  github.com oceanprotocol privateissues issues 38,0,0,0,0
oceanprotocol/contracts,334,Implement ERC721Metadata for erc721template,We need to be fully compatible with ERC721Metadata  (tokenURI is missing),0,0,0,0
oceanprotocol/contracts,333,Issue with  computeResult endpoint when no signature is provided,"Need to isolate in a unit test and fix this.

![Screenshot 2021-09-01 at 13.30.09.png](https:  images.zenhubusercontent.com 5795cf04e40e5714b16c76c5 661c8d18-0fd3-4d1f-b1c5-b06f416e5e6d)",0,0,0,0
oceanprotocol/contracts,332,support variable no of decimals,"Closes #331 

Changes proposed in this PR:

- FRE create will try to autodetect the no of decimals for both tokens.  If that fails, then use createWithDecimals function and set decimals manually
- new function: getExchangeExtended  , in addiiton to getExchange will return the no of decimals for both tokens
- ",0,0,0,0
oceanprotocol/contracts,331,FixedRateExchange  - support variable no of decimals,"Our current FRE implementation works only with tokens that have 18 decimals.

But we should support all ERC20 tokens, even with decimals != 18  (Ex: USDC has 6 decimals)",0,0,0,0
oceanprotocol/contracts,329,v0.6.5,Release 0.6.5,0,0,0,0
oceanprotocol/contracts,328,new moonbeamalpha deployment,Closes #327 ,0,0,0,0
oceanprotocol/contracts,327,New deployment on MoonBeam Alpha,Network was reseted,0,0,0,0
oceanprotocol/contracts,326,Update OEP (user input),,0,0,0,0
oceanprotocol/contracts,325,"Provider seems buggy sometime, it is unresponsive for a couple of seconds","Sometimes we are getting this error 'Finding the service endpoints failed' when using Ocean.js directly with barge? Seems to happen at random without changing any code

```
Finding the service endpoints failed: AbortError: The user aborted a request.
    at abort ( home jamie Desktop workshop quickstart1 node_modules node-fetch lib index.js:1418:16)
    at EventEmitter.abortAndFinalize ( home jamie Desktop workshop quickstart1 node_modules node-fetch lib index.js:1433:4)
    at EventEmitter.emit (events.js:315:20)
    at AbortSignal.dispatchEvent ( home jamie Desktop workshop quickstart1 node_modules node-abort-controller index.js:28:23)
    at AbortController.abort ( home jamie Desktop workshop quickstart1 node_modules node-abort-controller index.js:40:17)
    at Timeout._onTimeout ( home jamie Desktop workshop quickstart1 node_modules @oceanprotocol lib dist node lib.js:1:26814)
    at listOnTimeout (internal timers.js:554:17)
    at processTimers (internal timers.js:497:7) {
  type: 'aborted'
}
```
```
const run = async () => {
    const blob = `http:  localhost:8030 api v1 services consume`;
    const ocean = await Ocean.getInstance(config);
    const accounts = await ocean.accounts.list();
    const alice = accounts[0];
    const bob = accounts[1];
    console.log('Alice account address:', alice.id)
    console.log('Bob account address:', bob.id)
    const datatoken = new DataTokens(
      contracts.DTFactory,
      factoryABI,
      datatokensABI,
      new Web3(urls.networkUrl)
    );
    const tokenAddress = await datatoken.create(
       blob, 
       alice.getId(),
       '10000000000',
       'AliceDT',
       'DTA');
    console.log(`Deployed datatoken address: ${tokenAddress}`);
    };
run();
```",0,0,0,17
oceanprotocol/contracts,324,"account.signHash is deprecated, replace with sign_message","`account.signHash` throws a deprecation warning during the marketplace_flow.md (using `feature stable-aqua` branch of barge).  It should be replaced with `account.sign_message`. 

Ignore the unclosed socket warning, it will be addressed by https:  github.com oceanprotocol aquarius issues 420

```
>>> file_path = ocean.assets.download(
...     asset.did,
...     service.index,
...     bob_wallet,
...     order_tx_id,
...     destination='. '
... )
 home david projects test3 venv lib python3.8 site-packages ocean_lib assets asset_resolver.py:38: ResourceWarning: unclosed <socket.socket fd=4, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('127.0.0.1', 36360), raddr=('127.0.0.1', 5000)>
  ddo = AquariusProvider.get_aquarius(metadata_url).get_asset_ddo(did)
ResourceWarning: Enable tracemalloc to get the object allocation traceback
signing message with nonce 0: did:op:Dbec339392A8f8074506FDdfACCA0328bd022C15, account=0x33A4622B82D4c04a53e170c638B944ce27cffce3
 home david projects test3 venv lib python3.8 site-packages eth_account account.py:570: DeprecationWarning: signHash is deprecated in favor of sign_message
  warnings.warn(
```",0,0,0,1
oceanprotocol/contracts,323,Deploy Ocean to Aurora Testnet (NEAR),"## TODOs
- [ ] Ensure there's a way to get OCEAN bridged over
- [ ] Multisig for OPF Wallet
- [ ] Deploy Ocean Smart Contracts
- [ ] Update ocean.js
- [ ] Deploy provider
- [ ] Add aquarius indexer
- [ ] Update graph
- [ ] Update market
- [ ] Update docs.oceanprotocol.com ""supported networks""

## Motivation

Aurora is an Ethereum Virtual Machine created by the stellar team at the NEAR Protocol, delivering a turn-key solution for developers to operate their apps on an Ethereum-compatible, high-throughput, scalable and future-safe platform, with low transaction costs for their users. For more information, please refer to [Aurora docs](https:  doc.aurora.dev develop networks)

## Advantages
- **Uses ETH** as a base currency
- Totally **Permissionless Bridge**
- **Bridging ERC20 tokens will come up soon**

![image](https:  user-images.githubusercontent.com 5428661 121009765-d6eee600-c794-11eb-99f3-384f952516dd.png)

## Faucet

- You can bridge any amount of [Ropsten ETH](https:  faucet.ropsten.be ) to Aurora testnet through [Aurora bridge](https:  testnet.aurora.dev bridge). Just connect your Metamask with Ropsten and then you can bridge your tokens to the same address on Aurora. It takes around 2~4 mins to bridge the tokens as it waits for the transaction finality. Finally check out the The Aurora testnet metamask configuration below (Please make sure to use `ETH` as a **currency symbol**).



![image](https:  user-images.githubusercontent.com 5428661 121008630-7c08bf00-c793-11eb-9565-306acdcaab39.png)

- Or you can use the Faucet but still doesn't have lots of liquidity [here](https:  faucet.testnet.aurora.dev )

For more details about bridging ETH check out this [tutorial](https:  doc.aurora.dev learn connect metamask).",0,0,0,1
oceanprotocol/contracts,322,Changelog failures,"**Describe the bug**
Changelog looks weird:  https:  github.com oceanprotocol contracts pull 321

",0,0,0,0
oceanprotocol/contracts,321,v0.6.4,Release 0.6.4,0,0,0,1
oceanprotocol/contracts,320,Delete the old cluster when we will deprecate legacy apps (pacific),,0,0,0,0
oceanprotocol/contracts,319,add bsc,,0,0,0,0
oceanprotocol/contracts,318,Warnings related to deprecated web3 functions in marketplace-flow README (part 2),"From the previous part, the only changes that need to be done are:

- [ ] removing contract concise which is deprecated;
Code : `pool = ocean.pool.create( token_address, data_token_amount=100.0, OCEAN_amount=10.0, from_wallet=alice_wallet)`
_Log:_ `BFactory.newBPool(). Done.
 home maria Desktop test3 venv lib python3.8 site-packages web3 _utils decorators.py:48: DeprecationWarning: __init__ is deprecated in favor of contract.caller.<method name> or contract.caller({transaction_dict}).<method name>`

- [ ] resolving the `ABI Mismatch` issue;
 Code: `data_token = ocean.create_data_token('DataToken1', 'DT1', alice_wallet, blob=ocean.config.metadata_cache_uri)`

 _Log:_ ` home maria Desktop test3 venv lib python3.8 site-packages web3 contract.py:1162: UserWarning: The log with transaction hash: b'\x15\x87\x0f\x1a\xe5I \xc5\x8a#\x00\xfc\x19\xdb\xc49\xb2;~oM3\xbb\xcb$$\xd2K\xc0\x07\xfa\x0b' and logIndex: 0 encountered the following error during processing: MismatchedABI(The event signature did not match the provided ABI). It has been discarded.`

Code: `order_tx_id = ocean.assets.pay_for_service(quote.amount, quote.data_token_address, asset.did, service.index, fee_receiver, bob_wallet, None)`

 _Log:_ ` home maria Desktop test3 venv lib python3.8 site-packages web3 contract.py:1162: UserWarning: The log with transaction hash: b'\x07S^\xadT\xd4\xcbl \xcc\xde\xd3\x1dZ\x8f\xefg\x83N.$k\xc0\x82\x82\xe8\x80\xb6?f\x84\xba' and logIndex: 0 encountered the following error during processing: MismatchedABI(The event signature did not match the provided ABI). It has been discarded.`
",0,0,0,0
oceanprotocol/contracts,317,add gaia-x & mumbai,"Closes #315

Changes proposed in this PR:

- deploy contracts on GAIA-X
- deploy contracts on Mumbai testnet
- add chainID to address.json  (manually so far)
- add startBlock to address.json  (manually so far)",0,0,0,0
oceanprotocol/contracts,316,Adding support for aurora test network,"This is might be not the right way of integration but maybe you can keep the PR open for future support.

Adding support for deploying ocean contracts on [Aurora testnet](https:  doc.aurora.dev develop networks)

- **Uses ETH**
- **Permissionless Bridge**
- **Bridging ERC20 tokens will come up soon**

![image](https:  user-images.githubusercontent.com 5428661 121009765-d6eee600-c794-11eb-99f3-384f952516dd.png)




## Deploy
```bash
yarn deploy:aurora
```
## Truffle console
```bash
truffle(aurora)> const factory = await DTFactory.deployed()
truffle(aurora)> const result = await factory.createToken(""https:  doc.aurora.dev"", ""Aurora DT"", ""ADT"", 1000000)
truffle(aurora)> result.logs
[
  {
    blockNumber: 49401927,
    blockHash: '0x743bb3494775bf58a2cef85046a8c992d4cac061214be5304fab29b95d25fb68',
    transactionIndex: 0,
    transactionHash: '0xa3f506936c0ca537eddeb89f3187fca138b640d9da800c6f0b908881eef1dcfc',
    logIndex: 0,
    address: '0x079B62430541aa87EF5657FC6C5D8992B21131F8',
    removed: false,
    id: 'log_00adf600',
    event: 'InstanceDeployed',
    args: Result {
      '0': '0x35195C1d02bCdA6abF3D7867842268ee81FC4aDD',
      __length__: 1,
      instance: '0x35195C1d02bCdA6abF3D7867842268ee81FC4aDD'
    }
  },
  {
    blockNumber: 49401927,
    blockHash: '0x743bb3494775bf58a2cef85046a8c992d4cac061214be5304fab29b95d25fb68',
    transactionIndex: 0,
    transactionHash: '0xa3f506936c0ca537eddeb89f3187fca138b640d9da800c6f0b908881eef1dcfc',
    logIndex: 1,
    address: '0x079B62430541aa87EF5657FC6C5D8992B21131F8',
    removed: false,
    id: 'log_dcd6854c',
    event: 'TokenCreated',
    args: Result {
      '0': '0x35195C1d02bCdA6abF3D7867842268ee81FC4aDD',
      '1': '0x78E729B8c2ef2bd856754d65692c0a20d790C56E',
      '2': '0x04f9b5ed66d0a7f4700da5c2ba8b560ead433c2d32c98ab949a6928383ee80c6',
      __length__: 3,
      newTokenAddress: '0x35195C1d02bCdA6abF3D7867842268ee81FC4aDD',
      templateAddress: '0x78E729B8c2ef2bd856754d65692c0a20d790C56E',
      tokenName: '0x04f9b5ed66d0a7f4700da5c2ba8b560ead433c2d32c98ab949a6928383ee80c6'
    }
  },
  {
    blockNumber: 49401927,
    blockHash: '0x743bb3494775bf58a2cef85046a8c992d4cac061214be5304fab29b95d25fb68',
    transactionIndex: 0,
    transactionHash: '0xa3f506936c0ca537eddeb89f3187fca138b640d9da800c6f0b908881eef1dcfc',
    logIndex: 2,
    address: '0x079B62430541aa87EF5657FC6C5D8992B21131F8',
    removed: false,
    id: 'log_e4256a59',
    event: 'TokenRegistered',
    args: Result {
      '0': '0x35195C1d02bCdA6abF3D7867842268ee81FC4aDD',
      '1': 'Aurora DT',
      '2': 'ADT',
      '3': [BN],
      '4': '0x6A33382de9f73B846878a57500d055B981229ac4',
      '5': '0xa192d230b63e10044ca595ffb86414e4efda5d32e5c47cf46f2159c80ae5a7e5',
      __length__: 6,
      tokenAddress: '0x35195C1d02bCdA6abF3D7867842268ee81FC4aDD',
      tokenName: 'Aurora DT',
      tokenSymbol: 'ADT',
      tokenCap: [BN],
      registeredBy: '0x6A33382de9f73B846878a57500d055B981229ac4',
      blob: '0xa192d230b63e10044ca595ffb86414e4efda5d32e5c47cf46f2159c80ae5a7e5'
    }
  }
]
truffle(aurora)> const adtoken = await DataTokenTemplate.at('0x35195C1d02bCdA6abF3D7867842268ee81FC4aDD')
truffle(aurora)> await adtoken.minter()
'0x6A33382de9f73B846878a57500d055B981229ac4'
truffle(aurora)> await adtoken.name()
'Aurora DT'
```

closes #323 ",0,0,0,6
oceanprotocol/contracts,315,Deploy on matic(polygon) testnet,,0,0,0,0
oceanprotocol/contracts,314,Update file metadata from provider,,0,0,0,0
oceanprotocol/contracts,313,Release v0.6.3,"Changes proposed in this PR:

- Remove rinkeby deploy step from `RELEASE_PROCESS.md`
- Release v0.6.3
- Replace `master` branch with `main` in `bumpversion.sh` and `RELEASE_PROCESS.md`",0,0,0,1
oceanprotocol/contracts,312,"Remove remnants of ocean_abis, replace with artifacts","Changes proposed in this PR:

- Remove ocean_abis dir
- Change MANIFEST.in to include artifacts dir instead of ocean_abis dir when building python package
- Update deploy_pypi.sh to delete build dirs before building and deploying
- Ignore the build directories created by `deploy_pypi.sh` and the `venv` directory

# Test

I tested these changes by running the `deploy_pypi.sh` script with the last line commented (the `twine` command that actually does the deploy). I verified that the resulting python packages contained all the desired files and nothing more.",0,0,0,2
oceanprotocol/contracts,311,Release v0.6.2,,0,0,0,0
oceanprotocol/contracts,310,add dispenser deployments,"Closes #298 
",0,0,0,0
oceanprotocol/contracts,309,Release v0.6.1,,0,0,0,0
oceanprotocol/contracts,308,revert to using artifacts folder,"Reverts previous breaking changes

Changes proposed in this PR:

- revert to artifacts folder
",0,0,0,0
